8 28371 1.0
8 40306 1.0
8 85279 1.0
8 91764 1.0
8 97723 1.0
8 105468 1.0
8 106690 1.0
32 3203 1.0
32 7978 1.0
32 8670 1.0
32 12847 1.0
32 83734 1.0
57 9145 0.7
57 9152 0.8
57 23849 0.7
57 29455 0.7
57 65215 0.7
57 85166 0.7
57 101198 0.7
147 19354 0.4
147 19622 0.4
147 22728 0.4
147 27421 0.6
147 30118 0.5
147 31053 0.6
147 33163 0.5
147 35908 0.5
147 38536 0.5
147 38853 0.5
147 44414 0.5
147 45368 0.4
147 47658 0.6
147 50538 0.6
147 54173 0.6
147 55826 0.6
147 56555 0.4
147 56742 0.4
147 60219 0.6
147 70781 0.4
147 72740 0.5
147 73561 0.6
147 75061 0.6
147 78003 0.4
147 85755 0.5
147 87453 0.6
147 87499 0.5
147 88108 0.4
147 88649 0.6
147 89560 0.5
147 90178 0.6
147 90442 0.6
147 91138 0.4
147 93282 0.5
147 94771 0.4
147 99246 0.4
147 105832 0.4
233 2716 0.5
242 6704 1.0
242 45650 0.5
259 11568 0.6
302 8232 0.4
302 28061 0.5
319 22091 0.5
319 57151 0.4
319 59208 0.4
319 89224 0.4
319 96577 0.6
336 29658 0.9
372 5584 0.8
372 41072 0.6
372 65754 0.7
372 93030 0.8
427 21127 0.8
485 27229 0.4
485 44046 0.4
485 49978 0.4
485 84972 0.4
485 89549 0.4
485 95152 0.4
485 97386 0.4
521 78592 0.7
521 79054 0.8
538 16972 0.7
620 71735 1.0
620 73515 0.7
788 1263 0.9
788 1423 0.7
788 10680 1.0
788 17308 0.8
788 17711 0.8
788 19812 0.8
788 21566 0.8
788 25795 0.9
788 28115 0.8
788 30669 0.8
788 31272 0.8
788 31503 0.8
788 31994 0.8
788 37851 0.8
788 40001 0.9
788 41461 0.8
788 41911 0.8
788 42525 0.9
788 44166 0.9
788 49031 0.8
788 49329 0.9
788 51379 0.8
788 51985 0.8
788 52177 0.7
788 52355 1.0
788 54005 0.8
788 55395 0.9
788 59979 0.8
788 60349 0.8
788 60597 0.9
788 61823 0.8
788 63285 0.8
788 64432 1.0
788 64555 0.9
788 71664 0.9
788 76566 0.8
788 78108 0.8
788 80417 0.8
788 83503 0.9
788 92968 0.9
788 93594 0.8
788 96951 0.8
788 100668 0.8
788 100884 0.8
788 101946 0.9
788 102218 0.8
788 102248 0.9
788 102824 0.8
788 106833 0.9
819 45897 0.6
819 80924 0.5
913 17855 0.9
934 2300 1.0
934 30201 1.0
934 35259 1.0
934 49058 1.0
934 49408 1.0
934 53002 1.0
934 57359 1.0
934 72005 1.0
934 75998 1.0
934 79828 1.0
934 104426 1.0
970 26954 0.6
970 39694 0.6
970 41610 0.6
970 54333 0.4
970 63930 0.4
970 76601 0.4
1016 40625 0.6
1016 66073 0.6
1016 83675 0.6
1016 87923 0.4
1016 92302 0.5
1033 71493 0.8
1049 10192 0.5
1049 92465 0.6
1094 102129 0.8
1103 33703 0.4
1103 52867 0.4
1103 66759 0.6
1103 87652 0.6
1113 5424 0.5
1113 75182 0.4
1113 96703 0.4
1149 12708 0.4
1149 50255 0.5
1263 788 0.9
1263 9145 1.0
1263 12299 0.8
1263 19812 0.7
1263 21779 1.0
1263 23849 0.8
1263 32598 0.9
1263 40523 0.7
1263 41461 1.0
1263 42525 0.9
1263 44166 0.7
1263 44871 0.9
1263 45276 0.7
1263 47252 0.9
1263 49031 0.8
1263 49268 0.7
1263 51379 0.7
1263 52177 0.7
1263 53624 0.7
1263 58464 0.9
1263 59979 0.7
1263 60597 0.8
1263 61937 0.7
1263 62346 0.7
1263 75445 0.8
1263 80743 0.7
