Id,Centralite
8,3.284943625698621e-10
28371,3.362097300121982e-10
40306,5.367330295947303e-10
85279,4.982309468998727e-10
91764,5.06005422789417e-10
97723,4.2127507390199337e-10
105468,4.305781740316724e-10
106690,5.367330295947302e-10
32,6.649583460180267e-07
3203,2.3008427997456268e-08
7978,2.2137256257713047e-08
8670,2.077546276678027e-05
12847,2.2901313016589718e-08
83734,2.3780563390294726e-08
57,0.009515741636533825
9145,0.016169699735328964
9152,0.001428088333851798
23849,0.1564116066884789
29455,0.015710206636066697
65215,0.003734516931389778
85166,0.020933250860219417
101198,0.09947011430610474
147,8.536046822059706e-06
19354,5.088625707372867e-07
19622,7.368618192469842e-06
22728,1.8236185292977594e-06
27421,5.230801098364832e-07
30118,5.823036748374324e-07
31053,5.230801098364832e-07
33163,6.083864826900306e-07
35908,6.083864826900306e-07
38536,6.083864826900306e-07
38853,5.823036748374324e-07
44414,6.083864826900307e-07
45368,5.332606623181489e-07
47658,1.0176268030670006e-05
50538,5.230801098364832e-07
54173,5.230801098364832e-07
55826,1.0750551160557895e-05
56555,4.051641461759854e-07
56742,4.3568044383416436e-07
60219,5.230801098364832e-07
70781,5.332606623181489e-07
72740,6.083864826900307e-07
73561,5.230801098364832e-07
75061,5.230801098364832e-07
78003,5.76814556180554e-07
85755,3.6553496146964096e-05
87453,1.973807367065834e-05
87499,6.083864826900307e-07
88108,6.527369249558875e-07
88649,0.0001181879519977609
89560,6.083864826900307e-07
90178,4.684150592520226e-06
90442,5.230801098364832e-07
91138,5.491877644616334e-07
93282,6.083864826900307e-07
94771,5.343491191852406e-07
99246,5.332606623181489e-07
105832,5.587472107661031e-07
233,1.3110232705122383e-22
2716,1.3110232705122383e-22
242,1.709164133046335e-06
6704,5.621906082365843e-05
45650,6.783184681463251e-08
259,1.3110232705122383e-22
11568,1.3110232705122383e-22
302,4.1110031993926013e-05
8232,0.0013148160092830343
28061,4.1110031993926013e-05
319,1.1885131276622008e-05
22091,1.4992430215174877e-05
57151,0.00010043393535105848
59208,4.0652758765339315e-06
89224,0.00011553977086557984
96577,0.00015598774982343068
336,5.365507775306006e-07
29658,1.7676785678626316e-05
372,1.0192804567815045e-07
5584,2.225525836198577e-07
41072,2.901722454891538e-06
65754,9.517865836045356e-08
93030,9.517865836045356e-08
427,2.0994452571699202e-07
21127,6.650500030453201e-06
485,0.00038920480000940565
27229,0.00025441293767336384
44046,0.0013908596287785973
49978,0.006764630792676387
84972,0.00034088698128093047
89549,0.00028182569566922544
95152,0.0019277437253889538
97386,0.0018765969921896663
521,3.843483151573372e-07
78592,1.1870272062944759e-05
79054,1.297930317238668e-08
538,1.3110232705122383e-22
16972,1.3110232705122383e-22
620,1.1496015730540955e-12
71735,8.611331908547202e-12
73515,1.5082853015118435e-13
788,0.16222139529001786
1263,0.11475097595727282
1423,0.13649049693962023
10680,0.05026869436996086
17308,0.12716691687902937
