Id,Centralite
22605,1.4327078612966809e-05
5052,0.0028910435183373243
42913,1.1983779328565883e-07
18420,6.386755592421386e-06
42914,1.1983779328565883e-07
22621,1.5172362068593055e-05
22514,1.601660284994018e-05
11369,9.110770578568156e-05
30152,4.038429602366459e-07
44255,1.185410371884645e-07
25278,8.898802518944234e-06
2794,0.004238097612243558
45850,3.365312942076332e-09
14940,9.313986617877629e-05
14939,8.368352877159454e-05
14941,8.368352877159454e-05
4381,0.0009763545095812701
14938,8.813882796036641e-05
14687,0.0001427727665316918
38255,1.1846193957991512e-06
2824,0.000630671141863647
2696,0.001648994690552159
14915,4.0593914014457046e-05
18333,2.1798352861936824e-05
2143,0.001343015733258082
10308,9.019490901620086e-05
1176,0.00020320271398750197
18330,9.561089103881822e-06
18329,5.26481255330968e-06
208,0.04606857803793563
11082,2.236076125417601e-05
793,0.011654996981923736
180,0.010457434935708807
11399,0.00014074028125254617
18335,1.4436891490832658e-05
846,0.0017676269135350423
10258,0.00021264481084819017
2608,0.003226721073153498
18334,1.952579534770246e-05
2145,0.0007725671460150035
18332,4.172217283240594e-05
3054,0.008474741793809118
1983,0.0005355024453672567
702,0.003901859701414967
18331,4.091365427996527e-05
7285,0.0009503940550024111
1163,0.015727739858515857
845,0.008253897100944776
2799,0.00023680802163260968
25678,5.373369806416022e-06
25674,5.16142319326622e-06
25677,7.081805297004929e-06
41280,2.1653611894717497e-06
19491,0.0002138090015896091
606,0.051528509632556986
25675,1.1035551612115914e-05
25680,1.425249300392607e-05
2086,0.0007414137540505048
94,0.0780641853619232
15858,7.5551615422958e-05
23083,1.8828520126203504e-05
9360,0.00025595214464359733
25747,1.0878278376772788e-05
38760,2.1764858999155287e-06
574,0.03662294619819101
46149,4.8954404778632e-08
9299,0.0005655190313195652
17945,5.3523130670835584e-05
16927,4.511656709384343e-05
4296,0.0006164743737846413
293,0.05655713630502729
579,0.018564048159250453
239,0.027508269866089455
1108,0.0437199354569976
385,0.045005973108122224
4294,0.0007841386262379207
1219,0.013642055445584335
23402,6.48897073161787e-06
23405,6.598004121535555e-06
608,0.010644954011167588
1184,0.02064494938650305
627,0.041003872727573776
2362,0.01271856285910128
121,0.018839580392146525
3505,0.002782808290471237
1419,0.0067869998675474585
23403,6.5443764939214166e-06
1417,0.013660048212124137
391,0.010654097798824253
1399,0.01810401213277863
23404,6.543934681984526e-06
318,0.0350538193279995
3124,0.0014011594781358368
30648,1.8743518429708735e-07
7525,2.2558608988597482e-05
1138,0.007163286223128808
23298,3.9354450287977176e-05
4953,0.0002478323344738975
4951,0.0024477841166156366
18079,6.207565204471783e-05
21513,1.1063310862231458e-05
24024,6.097955144392726e-05
9559,0.0009319172983299757
12899,3.614062295775278e-05
8745,0.0005312496636966274
5623,0.00039197903859086014
15302,0.00010591433257143039
17074,6.743315904594722e-05
42643,3.4516710493857433e-07
22090,4.140976500112926e-05
19348,3.5190505231850016e-05
3173,0.0042301087871072654
1131,0.0004470429085629308
690,0.012955447981890035
2554,0.0006377854561276724
4068,0.00038783907961422435
2278,0.008980701464228111
1633,0.0059114970469038115
1181,0.005178625512763185
693,0.012291649197679274
767,0.01226444957825822
4500,0.0019797423260128604
6259,0.0033007147591255755
10070,0.0001055784314114615
3195,0.00025268550155023217
5235,0.0009831823993245853
10071,3.7155968642541096e-06
10072,3.7155968642541096e-06
1813,0.01763473960132558
22861,2.4859759605510643e-05
5563,0.0004263446865130904
22847,2.222440350541376e-05
22911,2.1336837994556366e-05
4173,0.002519920171701058
42651,2.7825980630837557e-07
22096,3.335780900394385e-05
48291,2.3352432212210896e-09
37614,5.796173107034901e-07
13233,6.993307175644144e-05
16299,0.0001423263948389619
508,0.015697534050708867
994,0.00705664391915338
2254,0.008950363415113
5405,0.0008879294192265081
3530,0.0049311831839388975
4841,0.005110044642050075
504,0.019975542479952545
20578,4.351241759129599e-05
5830,0.0004130035661642152
6404,0.0026584722809341074
1257,0.004221071850131615
2232,0.000724640539497146
2246,0.006622696902851698
1938,0.0053310167702454465
780,0.04386603467072431
5672,0.0016473815451619625
20326,2.2464107264166344e-05
3451,0.002211902072739703
6328,0.0004925602808760981
37470,5.563402712769009e-06
19154,3.213938498781048e-05
3050,0.0038627823561456086
35217,3.515953933813596e-06
9945,0.00017009092982964315
10989,0.00042213684660714706
45792,1.1608610211526587e-07
29959,6.572551682867881e-06
29955,7.052793652840437e-06
24354,2.994447131373406e-05
30248,3.698165727143697e-06
7314,0.0003971008004001686
43862,3.2756674984088336e-07
48655,2.899394611488763e-10
29337,5.998780758726918e-06
45306,3.434015689746598e-08
15849,2.3543602830819593e-05
1400,0.029747191168959967
813,0.0496220838010461
6323,0.0003901745246230544
2074,0.0007122184334825204
39958,3.2325043245171873e-06
20734,1.7107642921993676e-05
2732,0.003481293119582459
17183,0.00037001655439404497
24829,3.585460322120154e-05
16915,5.806164047522064e-05
729,0.0345556802259096
4417,0.008946113785903376
495,0.0706812957855073
3385,0.012805072074545693
1152,0.007913134275773103
2864,0.00999569422534742
775,0.034997713659533296
5061,0.0013522814923689424
9581,0.00052856984295414
322,0.03339231347843136
1360,0.017264458946045592
774,0.023386872676374727
769,0.023399576492089257
2393,0.006145706165311578
3279,0.0006827443261975949
379,0.10351457120729934
3288,0.0006223340455931604
6019,7.207658653786151e-05
244,0.06072936822323707
3828,0.002831975570609058
829,0.01607790992336663
1747,0.004836855618797684
17469,6.142451480727719e-06
2493,0.0007227838519625141
39806,5.431634058273705e-08
16979,6.513220361444981e-06
1523,0.009930153972881935
13694,4.0833597599791924e-05
1472,0.0017522196199602996
461,0.01618768885646335
37349,2.8761888153701073e-07
18367,6.2693344203668205e-06
25619,2.6331345928041023e-06
5120,0.00031657230650728233
39625,1.5237475524284282e-06
16727,0.00018160566130866825
31219,1.2244537322504068e-06
8564,0.00014750738028866306
40873,4.7322748242969884e-07
911,0.034476678916074914
2838,0.0002638254958773201
18704,2.20130240540302e-06
11590,1.5029523710173774e-05
1446,0.004411081708917058
18703,4.4400395895308725e-05
8500,0.002049570821245186
472,0.020256349284408056
10236,0.0003848191621723774
2795,0.0003352251761480244
1477,0.0004718458243212969
11597,4.608707550168498e-05
4558,0.0005892383756961805
394,0.0710037453361673
23560,3.19069426301447e-05
16719,4.561620832347777e-05
8702,0.0002165971836115492
43461,2.6712883342012965e-07
4426,0.0016707948742536128
23871,1.4282254167691297e-05
43462,2.6712883342012965e-07
1224,0.01599671476629775
11115,0.00028742558598200864
47735,2.8815815660528187e-09
16137,1.0689175295569464e-05
39213,8.932085669089979e-08
39212,3.418460892310746e-07
16138,4.5437951142594245e-06
27502,2.5170433539208182e-06
5873,0.0003018080664926165
19379,1.25754015426474e-06
3202,0.00015113106361685022
10841,0.00021751402306446237
1253,0.007874891723429315
6935,0.0009669766807059953
1626,0.005539269385374007
8362,0.0002698856451642421
19597,1.373005222262458e-05
3867,0.0024291201018355156
4701,0.004279802672700243
17630,1.6052683852846558e-05
731,0.031958421063953774
7381,4.920355238115021e-05
2760,0.007991525358919295
2175,0.0013171937408716825
2545,0.0015220915381022378
30617,3.6170086006700574e-06
1575,0.0159100259035958
2088,0.010808557492163919
2685,0.005145746718152472
9317,0.0005477977800367412
9239,0.0008843144013367739
2277,0.014450691269614692
4438,0.0008302032948843496
16339,0.0002360844005235174
13140,0.00013385534736333512
1068,0.016266890076410644
2092,0.014027799154964117
2781,0.00725158520222154
8609,0.00042146241225282313
4844,0.002124229018466532
4512,0.0008645371360365967
19321,9.959150100396445e-05
17104,6.821634360929629e-05
22048,7.164724143676105e-05
4411,0.0019152118536562785
12732,0.00037030865451000166
1471,0.013820642770605367
8862,0.0010194667811731538
4177,0.0011072182316653628
808,0.004260417252526394
15458,9.712879925019997e-05
13008,7.852818292715734e-05
15638,9.197819925143518e-05
18778,3.918515317692884e-05
2380,0.0027628049417226645
18133,6.994922041554616e-05
23079,3.417216886066175e-05
5254,0.00029595864540434946
4950,0.0016801043506485163
7103,0.0005663088129832674
23757,5.823102136287838e-05
17590,0.00013059772439554283
5576,0.0003839912607875587
2417,0.0018217070108880358
1236,0.0006024576546533663
4017,0.0015708862387739015
473,0.03448105005144118
