8.0 1.0 1.0
8.0 7.0 3.0
8.0 10.0 2.0
8.0 11.0 3.0
8.0 32.0 2.0
8.0 34.0 2.0
8.0 41.0 1.0
8.0 46.0 1.0
8.0 52.0 1.0
8.0 60.0 2.0
8.0 61.0 2.0
8.0 73.0 3.0
8.0 85.0 2.0
8.0 94.0 1.0
8.0 96.0 1.0
32.0 103.0 6.0
32.0 113.0 3.0
57.0 138.0 3.0
57.0 140.0 2.0
57.0 156.0 1.0
57.0 157.0 2.0
57.0 175.0 1.0
57.0 182.0 1.0
57.0 184.0 3.0
57.0 210.0 1.0
147.0 228.0 4.0
147.0 231.0 4.0
147.0 243.0 8.0
147.0 255.0 3.0
147.0 257.0 4.0
147.0 263.0 7.0
147.0 266.0 5.0
147.0 268.0 4.0
147.0 269.0 4.0
147.0 270.0 5.0
147.0 274.0 9.0
147.0 279.0 6.0
147.0 280.0 3.0
147.0 292.0 6.0
147.0 297.0 7.0
233.0 303.0 5.0
233.0 305.0 4.0
233.0 307.0 2.0
233.0 313.0 6.0
233.0 314.0 3.0
233.0 323.0 5.0
233.0 324.0 4.0
233.0 326.0 5.0
233.0 328.0 6.0
233.0 346.0 4.0
233.0 351.0 3.0
233.0 359.0 5.0
233.0 360.0 7.0
233.0 362.0 3.0
233.0 367.0 4.0
233.0 395.0 2.0
233.0 396.0 2.0
233.0 399.0 3.0
242.0 410.0 12.0
242.0 412.0 9.0
242.0 415.0 12.0
242.0 417.0 9.0
242.0 425.0 7.0
242.0 427.0 8.0
242.0 431.0 12.0
242.0 437.0 13.0
242.0 441.0 8.0
242.0 444.0 11.0
242.0 446.0 10.0
242.0 468.0 8.0
242.0 482.0 10.0
242.0 501.0 9.0
242.0 502.0 12.0
259.0 504.0 5.0
259.0 510.0 5.0
259.0 512.0 16.0
259.0 513.0 3.0
259.0 528.0 3.0
259.0 530.0 4.0
259.0 532.0 4.0
259.0 534.0 5.0
259.0 555.0 9.0
259.0 570.0 5.0
259.0 576.0 6.0
259.0 589.0 6.0
259.0 590.0 5.0
259.0 599.0 13.0
259.0 600.0 7.0
302.0 606.0 6.0
302.0 607.0 5.0
302.0 611.0 4.0
302.0 622.0 5.0
302.0 634.0 3.0
302.0 636.0 5.0
302.0 647.0 3.0
302.0 652.0 2.0
302.0 658.0 3.0
302.0 660.0 4.0
302.0 664.0 4.0
302.0 665.0 3.0
302.0 670.0 5.0
302.0 673.0 3.0
302.0 687.0 4.0
302.0 690.0 4.0
302.0 694.0 3.0
302.0 700.0 3.0
319.0 710.0 1.0
319.0 718.0 2.0
319.0 724.0 2.0
319.0 726.0 1.0
319.0 728.0 3.0
319.0 734.0 1.0
319.0 736.0 2.0
319.0 753.0 2.0
319.0 760.0 2.0
319.0 777.0 2.0
319.0 787.0 3.0
319.0 801.0 2.0
319.0 802.0 3.0
336.0 806.0 4.0
336.0 807.0 8.0
336.0 822.0 4.0
336.0 832.0 5.0
336.0 835.0 7.0
336.0 838.0 8.0
336.0 841.0 4.0
336.0 843.0 8.0
336.0 844.0 4.0
336.0 855.0 5.0
336.0 859.0 6.0
336.0 865.0 3.0
336.0 889.0 6.0
372.0 905.0 2.0
372.0 914.0 1.0
372.0 920.0 1.0
372.0 927.0 2.0
372.0 930.0 1.0
372.0 948.0 2.0
372.0 953.0 4.0
372.0 958.0 2.0
372.0 968.0 2.0
372.0 983.0 1.0
372.0 986.0 1.0
372.0 989.0 1.0
372.0 993.0 1.0
372.0 998.0 1.0
372.0 999.0 2.0
427.0 1003.0 7.0
427.0 1026.0 1.0
427.0 1064.0 1.0
427.0 1074.0 2.0
427.0 1081.0 1.0
427.0 1087.0 1.0
485.0 1102.0 7.0
485.0 1103.0 5.0
485.0 1105.0 5.0
485.0 1108.0 12.0
485.0 1122.0 9.0
485.0 1127.0 2.0
485.0 1131.0 2.0
485.0 1135.0 1.0
485.0 1136.0 8.0
485.0 1137.0 8.0
485.0 1141.0 3.0
485.0 1148.0 5.0
485.0 1153.0 4.0
485.0 1159.0 3.0
485.0 1169.0 2.0
485.0 1179.0 9.0
485.0 1184.0 7.0
521.0 1201.0 2.0
521.0 1212.0 1.0
521.0 1221.0 2.0
521.0 1239.0 2.0
521.0 1242.0 2.0
521.0 1243.0 3.0
521.0 1246.0 3.0
521.0 1250.0 4.0
521.0 1253.0 3.0
521.0 1256.0 3.0
521.0 1257.0 2.0
521.0 1267.0 5.0
521.0 1272.0 3.0
521.0 1279.0 2.0
538.0 1300.0 4.0
538.0 1303.0 6.0
538.0 1304.0 3.0
538.0 1311.0 2.0
538.0 1313.0 5.0
538.0 1321.0 2.0
538.0 1322.0 3.0
538.0 1337.0 1.0
538.0 1338.0 2.0
538.0 1340.0 5.0
538.0 1358.0 5.0
538.0 1364.0 1.0
538.0 1365.0 5.0
538.0 1366.0 2.0
538.0 1390.0 2.0
538.0 1397.0 5.0
620.0 1399.0 5.0
620.0 1401.0 6.0
620.0 1408.0 5.0
620.0 1420.0 7.0
620.0 1440.0 2.0
620.0 1452.0 4.0
620.0 1460.0 7.0
788.0 1471.0 2.0
788.0 1492.0 6.0
788.0 1493.0 10.0
788.0 1499.0 1.0
788.0 1503.0 5.0
788.0 1520.0 2.0
788.0 1524.0 5.0
788.0 1526.0 5.0
788.0 1529.0 4.0
788.0 1540.0 8.0
788.0 1541.0 8.0
788.0 1559.0 6.0
819.0 1563.0 2.0
819.0 1568.0 2.0
819.0 1575.0 3.0
819.0 1580.0 1.0
819.0 1596.0 1.0
819.0 1597.0 2.0
819.0 1612.0 1.0
819.0 1621.0 2.0
819.0 1631.0 2.0
819.0 1634.0 2.0
819.0 1636.0 3.0
819.0 1651.0 1.0
819.0 1660.0 1.0
913.0 1671.0 6.0
913.0 1679.0 2.0
913.0 1681.0 2.0
913.0 1682.0 3.0
913.0 1686.0 2.0
913.0 1701.0 3.0
913.0 1702.0 1.0
913.0 1704.0 3.0
913.0 1709.0 3.0
913.0 1717.0 2.0
970.0 1736.0 4.0
970.0 1744.0 1.0
970.0 1746.0 1.0
970.0 1752.0 3.0
970.0 1756.0 3.0
970.0 1765.0 4.0
970.0 1768.0 1.0
970.0 1770.0 3.0
970.0 1773.0 4.0
970.0 1794.0 1.0
970.0 1796.0 1.0
970.0 1801.0 3.0
970.0 1810.0 1.0
1016.0 1817.0 2.0
1016.0 1818.0 1.0
1016.0 1821.0 4.0
1016.0 1823.0 6.0
1016.0 1832.0 3.0
1016.0 1843.0 4.0
1016.0 1845.0 3.0
1016.0 1848.0 4.0
1016.0 1859.0 2.0
1016.0 1861.0 3.0
1016.0 1874.0 2.0
1016.0 1875.0 5.0
1016.0 1878.0 2.0
1016.0 1884.0 3.0
1016.0 1901.0 1.0
1033.0 1918.0 5.0
1033.0 1927.0 5.0
1033.0 1938.0 4.0
1033.0 1940.0 7.0
1033.0 1949.0 6.0
1033.0 1952.0 2.0
1033.0 1959.0 4.0
1033.0 1960.0 4.0
1033.0 1964.0 6.0
1033.0 1966.0 6.0
1033.0 1967.0 6.0
1033.0 1969.0 8.0
1033.0 1971.0 6.0
1033.0 1979.0 7.0
1033.0 1981.0 3.0
1033.0 1997.0 3.0
1033.0 1998.0 5.0
1033.0 2002.0 6.0
1033.0 2008.0 5.0
1049.0 2013.0 3.0
1049.0 2019.0 5.0
1049.0 2033.0 5.0
1049.0 2045.0 2.0
1049.0 2046.0 3.0
1049.0 2049.0 3.0
1049.0 2053.0 6.0
1049.0 2056.0 5.0
1049.0 2057.0 2.0
1049.0 2075.0 3.0
1049.0 2081.0 5.0
1049.0 2083.0 2.0
1094.0 2085.0 7.0
1094.0 2090.0 7.0
1094.0 2095.0 9.0
1094.0 2105.0 8.0
1094.0 2106.0 6.0
1094.0 2109.0 5.0
1094.0 2110.0 6.0
1094.0 2118.0 9.0
1094.0 2124.0 7.0
1094.0 2131.0 6.0
1094.0 2135.0 11.0
1094.0 2141.0 7.0
1094.0 2150.0 3.0
1094.0 2151.0 11.0
1094.0 2154.0 8.0
1094.0 2167.0 8.0
1094.0 2173.0 9.0
1103.0 2181.0 3.0
1103.0 2187.0 3.0
1103.0 2193.0 4.0
1103.0 2198.0 3.0
1103.0 2199.0 4.0
1103.0 2200.0 4.0
1103.0 2204.0 5.0
1103.0 2208.0 1.0
1103.0 2209.0 1.0
1103.0 2224.0 1.0
1103.0 2242.0 1.0
1103.0 2249.0 3.0
1103.0 2268.0 2.0
1103.0 2278.0 3.0
1113.0 266.0 9.0
1113.0 385.0 8.0
1113.0 1712.0 10.0
1113.0 2283.0 9.0
1113.0 2290.0 2.0
1113.0 2293.0 9.0
1113.0 2295.0 9.0
1113.0 2299.0 8.0
1113.0 2309.0 11.0
1113.0 2317.0 8.0
1113.0 2318.0 1.0
1113.0 2323.0 8.0
1113.0 2325.0 9.0
1113.0 2330.0 8.0
1113.0 2331.0 10.0
1113.0 2337.0 8.0
1113.0 2347.0 14.0
1113.0 2357.0 13.0
1113.0 2362.0 8.0
1149.0 2382.0 4.0
1149.0 2395.0 7.0
1149.0 2406.0 2.0
1149.0 2422.0 1.0
1149.0 2423.0 3.0
1149.0 2428.0 3.0
1149.0 2430.0 3.0
1149.0 2431.0 2.0
1149.0 2435.0 1.0
1149.0 2439.0 4.0
1149.0 2441.0 4.0
1149.0 2448.0 4.0
1149.0 2450.0 3.0
1149.0 2466.0 2.0
1263.0 1490.0 3.0
1263.0 1502.0 3.0
1263.0 2469.0 3.0
1263.0 2490.0 4.0
1263.0 2494.0 2.0
1263.0 2495.0 3.0
1263.0 2497.0 3.0
1263.0 2519.0 4.0
1263.0 2521.0 4.0
1263.0 2530.0 4.0
1263.0 2536.0 3.0
1263.0 2547.0 5.0
1296.0 2566.0 2.0
1296.0 2571.0 4.0
1296.0 2584.0 1.0
1296.0 2593.0 4.0
1296.0 2599.0 1.0
1296.0 2610.0 3.0
1296.0 2613.0 4.0
1296.0 2620.0 4.0
1296.0 2621.0 4.0
1296.0 2622.0 4.0
1296.0 2635.0 2.0
1296.0 2638.0 2.0
1296.0 2640.0 3.0
1296.0 2643.0 2.0
1296.0 2654.0 1.0
1296.0 2656.0 3.0
1320.0 2665.0 3.0
1320.0 2668.0 5.0
1320.0 2681.0 1.0
1320.0 2693.0 2.0
1320.0 2708.0 5.0
1320.0 2713.0 3.0
1320.0 2715.0 4.0
1320.0 2729.0 3.0
1320.0 2752.0 2.0
1320.0 2755.0 1.0
1320.0 2757.0 3.0
1328.0 1516.0 2.0
1328.0 2761.0 3.0
1328.0 2772.0 3.0
1328.0 2779.0 4.0
1328.0 2780.0 5.0
1328.0 2788.0 2.0
1328.0 2802.0 1.0
1328.0 2809.0 4.0
1328.0 2815.0 2.0
1328.0 2823.0 3.0
1328.0 2828.0 2.0
1328.0 2829.0 2.0
1328.0 2834.0 1.0
1328.0 2836.0 1.0
1328.0 2845.0 4.0
1328.0 2855.0 2.0
1352.0 2860.0 7.0
1352.0 2861.0 8.0
1352.0 2873.0 6.0
1352.0 2874.0 11.0
1352.0 2896.0 5.0
1352.0 2900.0 7.0
1352.0 2913.0 3.0
1352.0 2921.0 8.0
1352.0 2928.0 9.0
1352.0 2933.0 3.0
1352.0 2943.0 8.0
1352.0 2946.0 8.0
1352.0 2947.0 9.0
1352.0 2949.0 3.0
1352.0 2952.0 9.0
1423.0 1494.0 3.0
1423.0 1501.0 6.0
1423.0 2974.0 2.0
1423.0 2976.0 8.0
1423.0 2990.0 6.0
1423.0 2991.0 4.0
1423.0 2993.0 5.0
1423.0 2998.0 7.0
1423.0 3021.0 5.0
1423.0 3034.0 6.0
1423.0 3040.0 7.0
1455.0 2241.0 2.0
1455.0 3056.0 10.0
1455.0 3059.0 2.0
1455.0 3080.0 2.0
1455.0 3085.0 8.0
1455.0 3096.0 6.0
1455.0 3102.0 8.0
1455.0 3105.0 7.0
1455.0 3106.0 6.0
1455.0 3116.0 2.0
1455.0 3120.0 5.0
1455.0 3132.0 2.0
1476.0 3153.0 2.0
1476.0 3154.0 2.0
1476.0 3181.0 2.0
1476.0 3184.0 2.0
1476.0 3190.0 2.0
1476.0 3191.0 3.0
1476.0 3197.0 1.0
1476.0 3201.0 2.0
1476.0 3203.0 1.0
1476.0 3207.0 2.0
1476.0 3213.0 4.0
1476.0 3220.0 2.0
1476.0 3227.0 1.0
1505.0 3243.0 4.0
1505.0 3247.0 5.0
1505.0 3258.0 4.0
1505.0 3259.0 5.0
1505.0 3269.0 3.0
1505.0 3286.0 4.0
1505.0 3287.0 3.0
1505.0 3292.0 3.0
1505.0 3299.0 3.0
1505.0 3303.0 4.0
1505.0 3306.0 3.0
1505.0 3312.0 6.0
1505.0 3318.0 4.0
1557.0 3336.0 1.0
1557.0 3338.0 1.0
1557.0 3345.0 1.0
1557.0 3349.0 1.0
1557.0 3355.0 1.0
1557.0 3362.0 1.0
1557.0 3373.0 1.0
1557.0 3375.0 1.0
1557.0 3378.0 1.0
1557.0 3380.0 1.0
1557.0 3388.0 1.0
1557.0 3390.0 1.0
1557.0 3397.0 1.0
1557.0 3399.0 1.0
1557.0 3406.0 1.0
1557.0 3410.0 1.0
1557.0 3414.0 1.0
1701.0 1516.0 4.0
1701.0 3443.0 5.0
1701.0 3448.0 3.0
1701.0 3449.0 4.0
1701.0 3451.0 5.0
1701.0 3452.0 2.0
1701.0 3471.0 1.0
1701.0 3472.0 4.0
1701.0 3475.0 4.0
1701.0 3481.0 4.0
1701.0 3482.0 3.0
1701.0 3483.0 3.0
1701.0 3484.0 1.0
1701.0 3486.0 4.0
1701.0 3509.0 4.0
1751.0 3528.0 3.0
1751.0 3552.0 3.0
1751.0 3562.0 4.0
